0.0,474.86,86.68,0.09,0.02,93.30,17.74,422.83,0.00,60.14
0.05,440.62,55.11,0.08,0.01,88.00,10.56,417.70,0.00,46.58
0.1,369.85,41.71,0.07,0.01,75.20,6.98,417.48,0.00,45.64
0.15,421.27,61.26,0.08,0.01,85.30,11.26,417.54,0.00,46.51
0.2,420.72,105.18,0.07,0.02,78.10,17.99,418.21,0.00,46.91
0.25,510.42,115.85,0.09,0.02,97.90,22.74,418.02,0.00,47.03
0.3,425.35,93.13,0.08,0.02,85.00,18.03,417.12,0.09,46.76
0.35,402.11,102.73,0.07,0.02,78.90,18.94,417.60,0.00,45.41
0.4,384.10,66.90,0.07,0.01,76.70,12.30,417.43,0.00,45.97
0.45,358.76,102.56,0.07,0.02,71.20,18.78,417.79,0.00,42.49
0.5,430.84,54.49,0.08,0.01,83.20,10.29,417.37,0.00,42.02
0.55,337.76,99.08,0.06,0.02,62.70,17.33,417.86,0.00,41.56
0.6,297.07,46.48,0.05,0.01,54.90,8.81,417.59,0.00,42.7
0.65,291.41,51.06,0.05,0.01,55.00,9.15,417.04,0.00,42.97
0.7,358.26,22.39,0.06,0.00,65.30,3.95,417.61,0.00,43.25
