0.0,-410.84,552.88,0.42,0.00,1000.00,0.00,422.64,0.00,81.27
0.05,1739.68,853.52,0.42,0.00,1000.00,0.00,416.61,0.00,82.55
0.1,1317.63,1096.35,0.42,0.00,1000.00,0.00,416.84,0.00,80.71
0.15,1501.06,715.81,0.42,0.00,1000.00,0.00,417.36,0.00,83.19
0.2,685.32,491.18,0.43,0.00,1000.00,0.00,416.90,0.00,81.08
0.25,1273.53,324.66,0.42,0.00,1000.00,0.00,416.96,0.00,80.58
0.3,1157.04,434.04,0.43,0.00,1000.00,0.00,417.34,0.00,81.7
0.35,604.51,759.22,0.42,0.00,1000.00,0.00,417.35,0.07,81.9
0.4,611.28,196.15,0.42,0.00,1000.00,0.00,417.52,0.07,79.9
0.45,270.15,304.21,0.42,0.00,1000.00,0.00,417.33,0.00,82.1
0.5,143.41,397.03,0.43,0.00,1000.00,0.00,417.09,0.00,81.52
0.55,177.78,257.31,0.42,0.00,1000.00,0.00,417.11,0.07,81.94
0.6,-309.36,51.70,0.43,0.00,1000.00,0.00,417.17,0.00,82.37
0.65,-261.46,183.98,0.43,0.00,1000.00,0.00,417.23,0.00,82.45
0.7,-172.66,62.56,0.43,0.00,1000.00,0.00,416.34,0.00,82.6
