0.0,102972.76,39.13,9.92,0.02,1000.00,0.00,510.27,0.00
0.05,102972.76,39.12,11.55,0.01,1000.00,0.00,516.18,0.14
0.1,102972.69,39.03,11.58,0.02,1000.00,0.00,515.79,0.09
0.15,102972.68,39.04,11.43,0.03,1000.00,0.00,516.06,0.00
0.2,102972.68,39.04,11.55,0.02,1000.00,0.00,516.40,0.18
0.25,102972.68,39.04,11.31,0.07,1000.00,0.00,515.61,0.11
0.3,102972.78,39.17,11.55,0.02,1000.00,0.00,515.57,0.23
0.35,102972.80,39.16,11.56,0.02,1000.00,0.00,516.04,0.07
0.4,102973.09,39.47,11.60,0.02,1000.00,0.00,515.76,0.26
0.45,102972.98,39.21,11.39,0.01,1000.00,0.00,515.34,0.36
0.5,102973.02,39.48,11.49,0.02,1000.00,0.00,516.44,0.07
0.55,102972.86,39.11,11.59,0.02,1000.00,0.00,515.89,0.09
0.6,102973.09,38.96,11.47,0.02,1000.00,0.00,516.15,0.00
0.65,102973.08,38.42,11.54,0.02,1000.00,0.00,515.68,0.20
0.7,102975.10,38.44,11.45,0.02,1000.00,0.00,516.03,0.26
