4198.25,196.72,9.96,0.38,969.68,37.49,504.14,0.00
-192.58,57.18,0.54,0.02,54.91,2.02,507.20,0.00
126.46,27.84,1.27,0.17,122.96,15.63,538.59,0.00
274.37,23.36,0.97,0.07,85.97,5.97,508.89,0.00
