2686.42,255.20,3.34,0.33,723.29,72.25,502.97,0.00
3026.40,182.80,4.42,0.26,804.07,48.34,506.54,0.00
24.44,21.27,0.13,0.04,21.73,7.52,531.58,0.07
2916.14,285.33,4.56,0.49,784.15,84.60,506.51,0.00
