0.0,2549.96,928.07,0.31,0.12,684.10,258.38,499.97,0.00,199.8
0.05,2412.92,667.50,0.29,0.09,626.70,191.08,499.14,0.00,180.49
0.1,1817.11,72.92,0.21,0.01,466.40,17.82,498.76,0.07,150.49
0.15,2044.96,420.97,0.25,0.05,544.80,111.27,498.97,0.00,131.01
0.2,550.79,44.73,0.08,0.00,177.60,9.22,498.95,0.00,83.48
0.25,438.77,95.29,0.08,0.01,161.80,26.77,499.59,0.00,78.61
0.3,320.05,9.07,0.06,0.00,133.00,1.61,499.54,0.09,71.45
0.35,348.44,2.64,0.06,0.00,136.60,1.02,498.97,0.00,58.15
0.4,256.19,1.31,0.05,0.00,109.60,0.66,498.86,0.00,55.19
0.45,254.07,3.91,0.05,0.00,108.80,2.14,498.88,0.07,52.77
0.5,250.94,1.41,0.05,0.00,107.30,0.64,498.65,0.00,51.3
0.55,153.55,7.19,0.04,0.00,74.20,2.60,498.42,0.00,50.03
0.6,270.74,7.99,0.05,0.00,107.80,1.60,499.22,0.09,50.75
0.65,82.20,1.99,0.02,0.00,47.40,1.02,499.13,0.00,47.15
0.7,29.99,0.85,0.01,0.00,24.40,0.49,498.79,0.00,44.54
