0.0,144849.24,4353.59,6.83,1.38,1000.00,0.00,427.55,0.00
0.05,143285.85,7859.38,6.90,0.89,1000.00,0.00,432.89,0.22
0.1,141868.12,4479.82,7.06,1.64,1000.00,0.00,432.43,0.00
0.15,147739.22,4597.20,6.42,0.14,1000.00,0.00,433.30,0.21
0.2,149941.04,3864.20,6.99,0.96,1000.00,0.00,432.88,0.05
0.25,152349.54,2911.65,8.34,0.77,1000.00,0.00,432.73,0.14
0.3,129694.79,5754.63,7.71,1.04,1000.00,0.00,432.07,0.00
0.35,99934.56,17483.75,7.68,0.27,1000.00,0.00,433.01,0.21
0.4,101456.83,18466.65,7.55,0.27,1000.00,0.00,432.87,0.00
0.45,140256.21,250.67,9.12,1.25,1000.00,0.00,432.25,0.21
0.5,140127.38,325.19,7.79,0.44,1000.00,0.00,432.27,0.12
0.55,139208.76,2525.13,7.29,0.42,1000.00,0.00,432.68,0.07
0.6,140540.28,848.14,6.92,0.34,1000.00,0.00,433.05,0.05
0.65,139785.83,267.10,6.73,0.35,1000.00,0.00,432.89,0.00
0.7,139833.17,185.59,6.64,0.24,1000.00,0.00,433.43,0.19
