0.0,11127.08,24.08,3.76,0.06,1000.00,0.00,508.61,0.00
0.05,10932.10,44.81,5.01,0.09,1000.00,0.00,511.60,0.00
0.1,3283.82,53.93,5.04,0.05,1000.00,0.00,512.74,0.07
0.15,3466.39,50.68,5.09,0.09,1000.00,0.00,512.70,0.00
0.2,3218.84,252.93,5.14,0.03,1000.00,0.00,512.98,0.11
0.25,-64.21,115.19,5.26,0.05,1000.00,0.00,513.01,0.10
0.3,-151.69,119.82,5.14,0.14,1000.00,0.00,512.85,0.21
0.35,-59.47,70.14,5.27,0.05,1000.00,0.00,513.00,0.00
0.4,-40.09,85.04,5.14,0.11,1000.00,0.00,512.68,0.00
0.45,14.50,85.16,5.22,0.14,1000.00,0.00,513.47,0.00
0.5,-150.12,51.70,5.28,0.05,1000.00,0.00,513.20,0.00
0.55,-279.34,13.95,5.15,0.15,1000.00,0.00,512.09,0.07
