0.0,11127.08,24.08,3.24,0.00,1000.00,0.00,509.32,0.09
0.05,10788.69,98.50,4.20,0.01,1000.00,0.00,513.87,0.00
0.1,9080.61,245.61,4.19,0.01,1000.00,0.00,514.28,0.07
0.15,2814.44,109.53,4.24,0.06,1000.00,0.00,513.89,0.11
0.2,2589.33,69.77,4.34,0.01,1000.00,0.00,514.25,0.00
0.25,1426.99,72.65,4.37,0.00,1000.00,0.00,514.06,0.07
0.3,1173.55,117.26,4.28,0.01,1000.00,0.00,513.98,0.07
0.35,646.52,32.11,4.10,0.01,1000.00,0.00,514.38,0.00
0.4,490.29,64.39,4.34,0.01,1000.00,0.00,513.66,0.00
0.45,521.01,87.07,4.34,0.01,1000.00,0.00,513.75,0.00
0.5,448.45,105.43,4.32,0.01,1000.00,0.00,512.94,0.00
0.55,-97.42,73.12,4.30,0.01,1000.00,0.00,514.57,0.07
0.6,-478.01,8.08,4.32,0.04,1000.00,0.00,513.05,0.18
0.65,-136.10,70.34,4.37,0.01,1000.00,0.00,513.99,0.25
0.7,-357.55,22.93,4.43,0.01,1000.00,0.00,514.07,0.00
