0.0,104397.97,1489.86,17.43,0.21,1000.00,0.00,509.27,0.00
0.05,103082.67,21.51,19.94,0.30,1000.00,0.00,515.44,0.00
0.1,40114.13,572.13,20.86,0.68,1000.00,0.00,515.47,0.00
0.15,39223.94,6.39,24.18,0.34,1000.00,0.00,515.78,0.10
0.2,39223.94,6.39,24.21,0.28,1000.00,0.00,514.11,0.09
0.25,40351.58,2.74,24.13,0.38,1000.00,0.00,515.63,0.07
0.3,40360.32,3.11,24.47,0.25,1000.00,0.00,515.57,0.18
0.35,39725.87,2.87,24.02,0.27,1000.00,0.00,515.04,0.07
0.4,40156.05,2.96,22.58,0.24,1000.00,0.00,515.65,0.18
0.45,40347.20,4.88,21.91,0.21,1000.00,0.00,516.24,0.11
0.5,40347.20,4.88,21.99,0.30,1000.00,0.00,515.84,0.07
0.55,35813.91,23.51,22.05,0.47,1000.00,0.00,513.95,0.14
0.6,35725.47,19.48,21.37,0.45,1000.00,0.00,513.91,0.00
0.65,35061.50,7.09,19.80,0.31,1000.00,0.00,514.67,0.22
0.7,28341.26,8.12,20.18,0.32,1000.00,0.00,515.79,0.07
