0.0,935.72,586.36,0.71,0.38,742.00,396.46,428.78,0.48,264.57
0.05,617.50,540.20,0.48,0.41,500.60,425.84,422.42,0.35,175.66
0.1,531.62,378.03,0.39,0.33,413.50,342.18,422.64,0.28,238.21
0.15,423.19,289.64,0.24,0.23,417.90,391.62,420.39,0.00,207.39
0.2,241.20,287.34,0.15,0.23,259.50,378.27,420.34,0.00,137.42
0.25,290.47,192.35,0.17,0.21,298.20,354.82,420.07,0.00,147.82
0.3,119.78,55.24,0.10,0.16,175.00,278.81,420.34,0.00,139.92
0.35,104.24,99.23,0.09,0.17,154.20,285.23,419.61,0.00,68.92
0.4,226.35,312.95,0.11,0.17,202.00,305.07,419.32,0.00,70.46
0.45,148.37,163.81,0.09,0.17,163.30,284.04,420.21,0.00,64.8
0.5,168.79,222.75,0.10,0.16,177.20,278.04,419.70,0.00,45.7
0.55,181.58,218.16,0.15,0.21,265.40,369.17,419.49,0.11,70.2
0.6,335.61,192.11,0.40,0.25,714.90,435.76,420.34,0.00,91.28
0.65,383.46,242.29,0.47,0.22,806.70,386.71,420.07,0.00,92.74
0.7,514.67,283.49,0.41,0.23,731.60,412.83,420.45,0.00,79.93
