0.0,1574.66,364.52,0.16,0.04,434.20,96.76,425.73,0.00,91.74
0.05,1423.70,238.13,0.16,0.02,403.10,63.83,419.52,0.00,122.62
0.1,650.32,182.29,0.08,0.01,200.80,36.97,420.07,0.00,70.29
0.15,530.74,75.17,0.07,0.01,178.10,24.23,418.79,0.11,66.72
0.2,452.58,217.75,0.07,0.03,187.20,67.38,419.85,0.00,64.56
0.25,114.26,107.38,0.02,0.02,62.30,41.20,420.21,0.00,45.69
0.3,48.93,6.53,0.01,0.00,30.30,5.66,418.87,0.00,39.6
0.35,207.05,19.68,0.04,0.00,100.20,9.45,420.13,0.00,50.16
0.4,9.81,4.56,0.01,0.00,12.20,2.71,420.07,0.00,36.02
0.45,82.66,30.28,0.02,0.01,49.10,19.00,420.01,0.00,38.77
0.5,134.27,33.09,0.05,0.01,129.00,20.02,419.30,0.00,43.02
0.55,118.28,34.02,0.03,0.01,73.40,21.11,419.70,0.00,40.26
0.6,78.36,5.68,0.02,0.00,47.50,3.20,419.99,0.00,36.23
0.65,119.96,9.71,0.02,0.00,63.80,2.93,419.58,0.11,36.63
0.7,5.51,0.07,0.00,0.00,8.00,0.00,419.67,0.00,34.67
