0.0,81969.11,1653.99,11.74,0.79,1000.00,0.00,427.75,0.82
0.05,81969.08,1654.00,13.11,0.99,1000.00,0.00,433.01,0.64
0.1,81969.08,1654.00,12.88,0.70,1000.00,0.00,431.83,1.15
0.15,81969.13,1653.88,13.19,0.88,1000.00,0.00,432.89,1.29
0.2,81969.13,1653.88,12.95,0.56,1000.00,0.00,431.62,1.28
0.25,81969.39,1654.15,13.04,0.84,1000.00,0.00,433.03,1.74
0.3,81969.14,1653.89,13.06,0.84,1000.00,0.00,435.50,0.88
0.35,81969.14,1653.88,12.78,0.64,1000.00,0.00,433.08,1.20
0.4,81971.21,1654.93,13.23,0.98,1000.00,0.00,433.72,0.75
0.45,81912.88,1690.43,13.26,1.03,1000.00,0.00,432.87,0.73
0.5,81832.91,1661.47,12.95,0.77,1000.00,0.00,431.52,0.89
0.55,81748.03,1731.63,12.78,0.67,1000.00,0.00,434.50,0.99
0.6,81728.02,1760.02,12.98,0.89,1000.00,0.00,433.55,1.59
0.65,81712.77,1757.19,13.34,0.84,1000.00,0.00,433.99,2.10
0.7,81874.74,1814.55,13.10,0.77,1000.00,0.00,432.91,1.80
