0.0,3381.72,79.10,0.94,0.01,1000.00,0.00,430.28,0.23
0.05,2564.85,598.83,0.87,0.21,926.60,220.20,423.92,0.36
0.1,2257.48,504.12,0.86,0.16,920.40,171.90,423.04,0.28
0.15,2031.56,133.88,0.54,0.03,980.80,57.60,420.53,0.00
0.2,1442.42,651.30,0.48,0.15,870.50,264.82,421.09,0.00
0.25,488.30,1064.19,0.43,0.16,766.50,273.55,420.80,0.00
0.3,243.53,714.78,0.24,0.17,431.00,283.78,420.96,0.00
0.35,305.32,236.41,0.13,0.09,231.10,154.48,419.74,0.00
0.4,-116.92,577.68,0.32,0.21,568.60,377.22,421.23,0.00
0.45,742.27,101.27,0.57,0.00,1000.00,0.00,420.52,0.00
0.5,505.98,424.35,0.56,0.00,1000.00,0.00,420.57,0.00
0.55,-17.06,977.16,0.41,0.23,732.90,411.41,420.18,0.00
0.6,606.39,249.89,0.51,0.15,908.60,274.20,420.65,0.00
0.65,245.72,280.80,0.20,0.19,347.00,341.69,419.93,0.00
0.7,86.41,222.12,0.09,0.16,172.20,288.21,420.28,0.00
