0.0,3593.00,9.95,0.38,0.00,1000.00,0.00,427.16,0.00,218.22
0.05,3604.81,15.89,0.38,0.00,1000.00,0.00,420.81,0.00,218.12
0.1,154.28,0.86,0.03,0.00,75.00,0.45,421.11,0.00,48.5
0.15,1026.09,385.59,0.12,0.04,315.60,98.97,420.86,0.00,92.93
0.2,1149.45,109.89,0.13,0.01,350.10,32.54,420.55,0.00,97.08
0.25,1109.87,219.77,0.14,0.02,357.20,60.74,421.09,0.00,95.71
0.3,919.59,84.28,0.11,0.01,289.20,28.34,421.21,0.00,59.25
0.35,250.78,180.46,0.04,0.02,105.40,53.24,420.56,0.00,51.63
0.4,42.43,59.58,0.01,0.01,28.30,23.91,420.53,0.00,38.37
0.45,434.86,280.31,0.06,0.03,161.90,76.39,420.21,0.00,45.36
0.5,13.93,0.58,0.01,0.00,14.30,0.46,420.84,0.11,35.5
0.55,22.67,62.47,0.01,0.01,31.50,25.26,420.37,0.00,36.82
0.6,-0.48,0.14,0.01,0.00,19.00,0.00,419.61,0.00,35.64
0.65,12.29,0.94,0.01,0.00,20.40,0.66,420.65,0.00,36.13
0.7,7.80,0.16,0.01,0.00,15.50,0.50,419.74,0.00,36.01
