0.05,77215.71,286.34,13.74,0.10,1000.00,0.00,386.29,0.44
0.1,39635.95,7.33,10.10,0.09,1000.00,0.00,387.11,0.58
0.15,39570.35,5.79,10.18,0.02,1000.00,0.00,386.63,0.84
0.2,39570.34,5.79,10.98,1.32,1000.00,0.00,386.40,0.52
0.25,39490.48,24.16,8.86,0.21,1000.00,0.00,386.25,0.89
0.3,38690.83,57.74,8.58,0.05,1000.00,0.00,386.22,0.62
0.35,34914.30,71.10,12.99,1.19,1000.00,0.00,387.57,1.25
0.4,36162.30,90.12,9.28,1.74,1000.00,0.00,386.89,0.71
0.45,31872.05,54.05,9.04,1.16,1000.00,0.00,386.74,0.52
0.5,31870.18,55.55,14.69,0.06,1000.00,0.00,386.14,0.95
0.55,33506.96,103.98,7.51,0.09,1000.00,0.00,386.80,0.49
0.6,32257.78,566.74,8.29,1.79,1000.00,0.00,386.60,0.68
0.65,30609.39,87.79,8.76,0.02,1000.00,0.00,387.41,0.91
0.7,39174.62,322.26,8.11,0.02,1000.00,0.00,386.22,0.35
