0.0,73.25,0.61,0.14,0.00,15.54,0.13,448.76,0.38
0.05,70.61,0.03,0.15,0.00,15.00,0.00,452.75,0.79
0.1,-45.67,15.00,0.19,0.00,18.94,0.11,452.42,0.46
0.15,-136.00,16.97,0.25,0.00,24.72,0.29,452.23,0.52
0.2,-213.96,35.75,0.28,0.01,27.01,0.56,452.70,0.92
0.25,-496.75,21.59,0.34,0.01,31.59,0.31,452.26,0.80
0.3,-353.86,28.86,0.33,0.00,31.81,0.27,452.81,0.66
0.35,-406.82,25.25,0.37,0.01,35.58,0.17,451.78,0.66
0.4,-144.54,14.09,0.51,0.02,46.07,1.93,452.44,0.55
0.45,28.66,25.34,0.46,0.03,42.51,2.76,452.08,0.69
0.5,80.35,17.52,0.44,0.01,42.11,0.96,452.65,0.45
0.55,-77.19,9.57,0.27,0.00,27.20,0.09,452.39,0.49
0.6,-81.83,13.24,0.43,0.01,40.39,0.42,452.21,0.49
0.65,-32.24,12.39,0.41,0.01,39.62,0.41,451.99,0.48
0.7,165.40,6.04,0.68,0.01,58.95,1.17,451.76,0.51
