0.0,971.83,63.48,2.46,0.02,1000.00,0.00,445.11,0.15
0.05,952.09,70.21,3.78,0.52,1000.00,0.00,448.96,1.10
0.1,932.66,67.22,3.53,0.08,1000.00,0.00,449.91,0.93
0.15,900.98,66.63,3.38,0.01,1000.00,0.00,449.94,0.61
0.2,898.76,78.84,3.54,0.12,1000.00,0.00,449.28,0.33
0.25,872.24,94.03,3.44,0.03,1000.00,0.00,449.26,0.84
0.3,831.23,73.62,3.47,0.08,1000.00,0.00,449.14,0.90
0.35,784.43,76.69,3.53,0.06,1000.00,0.00,450.16,0.97
0.4,786.32,61.78,3.59,0.05,1000.00,0.00,449.64,0.98
0.45,799.13,9.91,3.60,0.03,1000.00,0.00,450.00,0.85
0.5,750.99,66.45,3.65,0.36,1000.00,0.00,450.19,0.90
0.55,336.42,29.75,3.64,0.09,1000.00,0.00,449.05,0.94
0.6,344.82,41.28,3.72,0.50,1000.00,0.00,450.16,0.80
0.65,367.21,59.29,3.53,0.02,1000.00,0.00,450.69,0.26
0.7,-44.41,2.73,3.50,0.04,1000.00,0.00,450.81,0.35
