0.0,73.25,0.61,0.14,0.00,15.54,0.13,448.76,0.38
0.05,-693.04,56.72,0.38,0.01,34.68,0.67,451.69,0.65
0.1,-579.61,69.55,0.46,0.01,42.54,0.90,452.69,0.64
0.15,-310.30,28.18,0.53,0.03,50.36,2.29,452.28,0.61
0.2,-255.94,16.51,0.49,0.01,45.98,0.82,452.35,0.59
0.25,-18.56,22.43,0.60,0.01,55.64,0.75,452.99,0.93
0.3,-161.51,20.06,0.46,0.01,44.36,0.61,452.92,0.72
0.35,57.83,9.95,0.85,0.03,75.76,2.23,451.74,0.47
0.4,130.27,20.57,0.72,0.05,66.00,3.98,452.86,0.76
0.45,85.40,6.08,0.44,0.01,41.44,0.30,452.84,0.51
0.5,53.07,7.36,0.42,0.01,39.06,0.09,452.93,0.49
0.55,82.89,6.23,0.42,0.00,39.57,0.20,451.34,0.35
0.6,145.31,6.75,0.44,0.01,41.09,0.22,452.43,0.65
0.65,156.66,2.18,0.43,0.00,40.03,0.13,452.21,0.48
0.7,207.18,2.16,0.46,0.01,43.77,0.51,452.17,0.64
