0.0,928.55,155.56,3.92,0.75,748.39,143.18,445.77,0.00
0.05,930.85,134.28,4.62,0.55,735.79,88.63,447.58,0.22
0.1,948.16,113.31,4.74,0.57,773.16,89.84,447.22,0.21
0.15,825.98,153.29,4.39,0.81,701.13,129.37,447.26,0.27
0.2,1022.17,133.57,5.24,0.67,849.81,105.17,446.67,0.07
0.25,1056.16,123.46,5.46,0.55,871.54,87.00,447.70,0.21
0.3,1167.04,95.13,5.74,0.48,918.18,76.92,448.76,0.45
0.35,1250.89,77.98,5.67,0.36,909.17,54.89,447.26,0.24
0.4,1310.07,17.73,6.38,0.05,1000.00,0.00,447.42,0.07
0.45,1304.97,48.54,6.15,0.23,971.77,34.50,447.31,0.18
0.5,1059.43,10.42,6.48,0.04,1000.00,0.00,447.61,0.33
0.55,947.50,5.12,6.47,0.04,1000.00,0.00,446.84,0.11
0.6,993.64,1.95,6.78,0.03,1000.00,0.00,447.52,0.22
0.65,1048.49,9.30,6.39,0.07,1000.00,0.00,447.50,0.22
0.7,963.09,7.63,6.45,0.02,1000.00,0.00,447.61,0.07
