3351.91,111.66,6.63,0.22,981.11,29.86,3802.062,379.72,0.34,1.8
2590.94,299.21,2.37,0.25,890.77,95.10,1546.132,386.07,0.32,484.2
2827.84,233.06,3.64,1.20,938.15,61.42,2287.862,406.33,0.20,543.4
1789.61,224.08,2.54,0.53,797.68,86.80,1631.242,391.05,0.14,545.5
