1352.61,95.14,1.43,0.10,378.79,25.87,426.81,0.17
1388.84,0.00,1.66,0.01,394.60,0.00,432.85,0.60
114.87,24.72,0.27,0.03,57.56,8.09,460.34,0.00
952.37,22.11,1.35,0.03,295.94,6.47,435.49,0.36
